This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"270355392","4643.01","","1","1","2","4","4","4","2.3","6.5","2.75","1.6","15","2","6","PC","PC","4643.01","10.6127","1","spoc-s01-s72-b0A-PC","SPOC","32.217966","4.306928","-19.526","119.094","2458411.393075","5.0256637062963","1.8885766632506","0.706112","650.14156966031","1.4655751832513","23.177031432683","559.60837057128","11.17756","40.1036","3782","4.72167","0.51802098751068","","0.515581","4,31,42,43,70,71","potential multi","2021-11-19","2024-11-18","2025-07-31"
"270355392","4643.02","","1","4","1","4","4","4","1.3","41.1","3.6","1.6","15","2","6","PC","PC","4643.02","10.6127","2","spoc-s01-s72-b0A-PC","SPOC","32.217966","4.306928","-19.526","119.094","2458415.854932","10.738703872061","1.5317636557193","0.872581","803.35390575939","1.7168904127766","8.4213145011815","434.47492933538","7.8576913","40.1036","3782","4.72167","0.51802098751068","","0.515581","4,31,42,43,70,71","potential multi near 2:1 resonance; low SNR","2022-04-20","2024-11-15","2025-07-31"
"441135051","4661.01","","3","3","3","1","4","4","31.2","99.4","103.59","37.2","1","0","0","PC","PC","4661.01","11.858","1","qlp-s31-faintsearch","FAINT","40.520173","-17.50173","28.2","-42.05","2459156.854569","8.8085782","1.92","10.418609","9550","","","","33","179.125","","","","","","4,31","found in faint-star QLP search; no stellar parameters","2021-12-21","2024-08-22","2025-07-31"
"165202476","4666.01","","3","4","3","1","4","4","75.2","189.4","109.43","70.5","5","1","0","PC","PC","4666.01","13.3272","1","qlp-s31-faintsearch","FAINT","56.289886","-39.06318","4.108","-22.098","2459168.476368","2.9093856","2.075","50.17349","45160","12.8688","46.992","729","68","154.749","3666","4.66","0.59","","0.577043","31","found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"142938659","4668.01","","3","3","3","1","4","4","35.1","122.5","23.87","27.2","1","0","0","PC","PC","4668.01","13.8371","1","qlp-s31-faintsearch","FAINT","52.647353","-35.203715","35.823","-4.514","2459169.299411","1.0049552","0.92","9.377714","8600","5.19137","63.8249","787","16","106.188","3210","4.81","0.42","","0.416912","31","V-shaped; found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"404506270","4670.01","","3","4","3","1","4","4","4.3","95.7","80.87","42.6","2","0","0","PC","PC","4670.01","14.8743","1","qlp-s31-faintsearch","FAINT","61.665802","-39.44461","-22.179","-43.197","2459150.617565","15.5014296","1.663","102.480041","90070","10.8287","0.691797","254","18","","3382","4.87","0.36","","0.341209","31","found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"279095914","4675.01","TIC 279095914.01","2","2","2","3","4","4","4.8","51.3","5.22","3","2","3","3","PC","PC","4675.01","11.0418","1","qlp-s31-faintsearch","FAINT","50.542788","-4.111673","-6.765","-22.516","2459165.52615","3.5779775","1.795","0.901535","830","2.15124","54.0709","755","9","61.629","3991","4.67","0.61","","0.62","4,31","found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"280292434","4735.01","","3","3","3","1","4","4","52.5","147.4","90.85","51.3","4","0","0","PC","PC","4735.01","12.922","1","qlp-s33-faintsearch","FAINT","100.89956","-5.551933","-26.123","-29.634","2459221.109539","3.541053","2.031","23.731084","21620","","","","35","","","","","","","6,33","found in faint-star QLP search; no stellar radius; Gaia DR2 Rstar ~ 0.587 Rsun which would make Rp planetary (~7 Re)","2021-12-21","2024-08-22","2025-07-31"
"100608026","475.01","","1","1","4","3","2","4","2.8","46.8","6.1","2.7","6","5","1","PC","PC","475.01","10.8835","1","spoc","UNKNOWN","86.748329","-32.532543","61.463","127.149","2458442.486555","8.2617663002222","2.5663307144977","1.541026","1418.3308984749","2.3414536002759","18.822771558181","531.2398463729","17.709795","58.7502","4105","4.60015","0.61940002441406","","0.62","5,6,32,33","","2019-05-17","2021-07-28","2025-07-31"
"143032776","4863.01","","3","3","3","3","4","4","8.4","94.8","100.4","47.8","1","1","2","PC","PC","4863.01","14.667","1","qlp-s36-faintsearch","FAINT","167.255241","-10.188311","-56.414","8.383","2459289.281849","12.4856615","2.538","75.610136","67270","12.2535","3.28873","375","19","184.734","3473","4.78","0.45","","0.442985","36","found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"441936163","4889.01","","3","3","3","3","4","4","","","25.4","","0","0","3","PC","PC","4889.01","12.6063","1","qlp-s37-faintsearch","FAINT","145.791652","-56.421755","","","2460041.259254","1.895234","0.868","2.685086","2470","","24.4753","619","9","","3525","","","","","9,10,36,37,62,63,64","V-shaped; found in faint-star QLP search; no stellar radius or plx but color suggests host star is cool","2021-12-21","2024-08-22","2024-08-22"
"124235800","4898.01","","2","2","2","3","4","4","10.1","65.5","11.97","7.5","4","1","1","PC","PC","4898.01","11.9277","1","qlp-s37-faintsearch","FAINT","197.341671","-32.829454","-116.636","-48.539","2459330.01077","2.7652293","1.262","2.598015","2390","3.48557","33.0144","667","14","98.5958","3830","4.62","0.64","","0.619077","10,37","found in faint-star QLP search","2021-12-21","2024-08-22","2025-07-31"
"407827885","4963.01","","3","3","3","1","4","4","","","52.1","","0","0","0","PC","PC","4963.01","13.1009","1","qlp-s38-faintsearch","FAINT","213.405362","-57.999764","-8.891","-16.682","2459358.024906","2.365766","4.298","6.261001","5750","","661.313","1412","9","","4057.4","","","","","38","found in faint-star QLP search; no stellar radius; host star may be evolved","2021-12-21","2024-08-22","2024-08-22"
"213111428","5023.01","","3","3","3","3","4","4","152.3","233.1","317","343.9","2","0","2","PC","PC","5023.01","14.9582","1","qlp-s39-faintsearch","FAINT","257.123769","-51.531661","-6.874","-60.621","2459386.471282","2.2749988","0.632","77.392582","68800","17.0496","4.17143","398","9","119.693","3199","4.9","0.32","","0.30088","39","found in faint-star QLP search","2022-01-06","2024-08-22","2025-07-31"
"318180448","5033.01","","2","2","2","1","4","4","1.5","6.7","2.54","1.9","0","0","0","PC","PC","5033.01","11.7405","1","qlp-s39-faintsearch","FAINT","309.399793","-83.092931","91.91","-193.137","2459389.289886","5.4695364","1.274","1.738569","1600","1.39203","6.09736","437","10","37.3076","3465","4.86","0.36","","0.347681","13,27,39","found in faint-star QLP search","2022-01-06","2024-08-22","2025-07-31"
"324609476","5041.01","","3","3","3","1","4","4","153.5","240.8","109.54","136.3","5","0","0","PC","PC","5041.01","14.9276","1","spoc-s01-s69-b0A-PC","FAINT","312.602815","-81.443121","34.031","-6.974","2460097.675656","0.73389196315031","0.96637992687058","46.363936","41803.841408445","12.803151658145","162.61220050629","910.76856219339","24.338802","195.854","3423","4.79","0.43870800733566","","0.434388","39,66,67","found in faint-star QLP search; ~8-10 sigma odd-even in SPOC s1-s69; v-shaped","2022-01-06","2024-08-22","2025-07-31"
"348538431","507.01","","3","4","3","4","4","4","417.3","317.3","317","333.4","12","2","5","PC","PC","507.01","13.2304","1","spoc-s01-s36-b0A-PC","SPOC","121.629579","-15.76469","47.801","-15.298","2459963.623366","0.89946770091991","1.2066667543789","65.758698","58768.353615353","17.120007831084","133.46676682574","866.88132729431","137.94376","110.884","3338","4.9469","0.50507801771164","","0.503052","7,34,61","V-shaped; large planet; likely EB","2019-03-14","2023-08-10","2025-07-31"
"337385330","5112.01","TIC 337385330.01","2","2","2","4","4","4","1.6","47.1","5.33","1.9","0","2","5","PC","PC","5112.01","10.1857","1","qlp-s72-ffi","QLP","110.304466","17.588565","-67.888","-57.018","2460261.292276","15.532806","3.564","1.3428","1236","2.17742","31.4267","659","18","43.8372","3973","4.65","0.61","","0.592837","44,45,46,71,72","potential L1 planet; possible centroid offset in QLP s46","2022-01-25","2024-01-04","2025-07-31"
"95337971","5139.01","","3","3","3","4","4","4","15.4","88.7","40.27","20.2","3","3","2","PC","PC","5139.01","12.7263","1","qlp-s48-tois","SPOC","153.384453","19.948217","-130.701","-66.654","2459626.883017","5.9471027","1.544","3.850325","3540","7.14437","47.8442","732","10","131.219","3859","4.65384","0.6","","0.58554","45,46,48","low SNR","2022-01-25","2022-07-07","2025-07-31"
"437054764","5176.01","","3","4","3","1","4","4","3","47.7","78.3","27.7","1","3","1","PC","PC","5176.01","14.6831","1","spoc-s42-s46-b0A","SPOC","135.019493","13.273706","-71.736","-27.058","2459553.71434","20.355073906824","3.5018936465225","41.497855","37499.734354239","10.507993337396","3.5797006319521","350.81764322748","15.9675665","268.685","3728","4.70337","0.53909200429916","","0.535338","44,45,46","first event near start of orbit; also a K2 PC","2022-02-08","2022-07-15","2025-07-31"
"147892178","5207.01","","3","3","3","3","4","4","1.7","42.3","34.27","11.1","3","0","1","PC","PC","5207.01","13.2754","1","qlp-s47-tois","FAINT","142.729233","71.740257","-15.026","-27.223","2459585.838983","24.6951647","3.696","14.526176","13290","6.41046","3.18912","372","18","156.815","3850","4.68","0.56","","0.558209","14,20,40,41,47","found in faint-star QLP search","2022-02-28","2024-08-22","2025-07-31"
"27649847","521.01","","2","4","2","4","4","4","6.9","62.6","4.53","4.5","11","2","11","PC","PC","521.01","12.4029","1","spoc-s01-s72-b0A-PC","SPOC","123.344257","12.222108","90.409","80.695","2458492.716411","1.5428486330164","1.1958898098673","2.341727","2154.4855780904","1.9653032377098","60.017614493084","709.88734140145","20.505215","60.9425","3439","4.97486","0.42002800107002","","0.413895","7,34,44,45,46,71,72","L1 candidate","2019-03-22","2024-09-08","2025-07-31"
"264301607","5278.01","","3","4","3","2","4","4","508.2","351.8","317","518.9","9","1","1","PC","PC","5278.01","14.9343","1","spoc-s14-s60-b0A-PC","FAINT","295.80865","66.571374","-8.349","-35.871","2459825.576076","0.43543496501161","1.0529945340242","119.397891","104138.56029758","17.974871121642","252.72875209106","1016.9120950062","145.49867","166.421","3349","4.84","0.3832840025425","","0.372494","41,47,48,49,50,51,52,56,57,58,59,60","found in faint-star QLP search; likely too large to be planet around M dwarf; ~6000 ppm secondary","2022-02-28","2024-09-08","2025-07-31"
"224217761","5290.01","","3","3","3","1","4","4","26.2","75.3","81.49","39.1","1","0","0","PC","PC","5290.01","13.491","1","qlp-s42-faintsearch","FAINT","343.323535","-0.168347","16.383","-18.795","2459469.15972","2.5688104","2.198","10.550162","9670","","","","12","","","","","","","42","found in faint-star QLP search; no stellar parameters","2022-02-28","2024-08-22","2025-07-31"
"126982221","5315.01","","3","3","3","3","4","4","110.6","159.5","317","267.4","9","1","1","PC","PC","5315.01","14.5597","1","qlp-s43-faintsearch","FAINT","24.299742","16.018723","69","-82","2459493.470036","2.4704071","0.948","45.963071","41450","17.1677","14.841","546","19","","3333","4.8","0.43","","0.421973","42,43","found in faint-star QLP search","2022-02-28","2024-08-22","2025-07-31"
"26054627","5349.01","","3","4","3","3","4","4","29.2","97.2","64.39","39.7","6","0","1","PC","PC","5349.01","13.8117","1","qlp-s44-faintsearch","FAINT","52.71257","20.879628","37.14","-19.382","2459521.813826","3.3176675","1.796","27.499597","25010","9.42671","29.6839","650","25","188.336","3640","4.66","0.59","","0.576672","42,43,44","found in faint-star QLP search","2022-02-28","2024-08-22","2025-07-31"
"90767677","5359.01","","3","3","3","1","4","4","43.3","115.6","63.36","56.4","2","1","0","PC","PC","5359.01","14.8143","1","qlp-s44-faintsearch","FAINT","54.066052","30.20593","38.658","-24.723","2459522.004048","1.6817287","0.491","17.368823","15870","9.28931","6.00664","436","9","175.567","3174","4.76","0.47","","0.467069","42,43,44","found in faint-star QLP search","2022-02-28","2024-08-22","2025-07-31"
"71268730","5375.01","TIC 71268730.01","3","4","3","3","4","4","129.4","269.6","91","67.5","6","0","3","PC","PC","5375.01","12.456","1","spoc-s14-s55-b0A-PC","SPOC","113.784894","71.400673","48.468","19.008","2459580.736149","1.7215575425862","1.7411525163518","35.104581","31815.406006026","11.480114540953","140.27857679643","877.74342984785","113.69737","121.333","3865","4.62323","0.63342601060867","","0.614549","40,47,53","orbital period close to variability period; active host","2022-03-01","2023-03-17","2025-07-31"
"39143128","5389.01","","3","4","3","3","4","4","5.5","66.9","58.04","30.3","8","0","1","PC","PC","5389.01","14.8017","1","spoc","SPOC","168.80167","39.35892","-33.111","-46.871","2459609.44541","10.401400818534","2.3998127646195","47.88053","43141.347904184","8.8111556659996","5.0743522438186","382.79380646186","15.203625","190.568","3526","4.80713","0.42142799496651","","0.415445","48","","2022-03-24","2022-03-24","2025-07-31"
"56798909","5404.01","","3","3","3","3","4","4","10.6","54.6","15.68","11.3","0","0","2","PC","PC","5404.01","13.2476","1","qlp-s45-faintsearch","FAINT","101.360836","22.290364","-9.936","-66.709","2459546.130937","2.177475","2.454","4.842308","4450","4.05014","284.168","1143","13","157.413","4027","4.67","0.57","","0.566634","44,45","found in faint-star QLP search","2022-04-20","2024-08-22","2025-07-31"
"87405719","5416.01","","3","3","3","3","4","4","14.7","139.2","84.49","35.5","2","2","4","PC","PC","5416.01","12.9331","1","spoc-s01-s72-b0A-PC","FAINT","103.010116","25.2013","32.225","-169.977","2460239.554771","13.008690312569","3.7378335496727","22.629636","20626.958317885","10.989055333318","6.6784964048825","410.00525559393","38.27591","117.782","3799","4.72","0.52026200294495","","0.517719","45,71,72","found in faint-star QLP search; v-shaped; two stars in pixel","2022-04-20","2024-11-15","2025-07-31"
"171646471","5464.01","","3","4","3","1","4","4","48.1","102.9","70.46","66.3","7","2","0","PC","PC","5464.01","14.9671","1","qlp-s48-faintsearch","FAINT","158.77531","19.118379","-52.233","21.965","2459635.559804","1.1606902","1.232","35.816457","32450","9.92228","101.767","884","20","282.849","3572","4.71","0.53","","0.524583","45,48","found in faint-star QLP search","2022-04-20","2024-08-22","2025-07-31"
"291109653","5486.01","","2","4","2","3","4","4","15.4","87.2","14","10.5","5","5","4","PC","PC","5486.01","12.2937","1","qlp-s46-faintsearch","FAINT","190.549504","3.788601","-59.662","-96.926","2459691.062965","2.0247088","1.34","4.776875","4390","3.7963","53.3297","752","20","89.6811","3654","4.69","0.55","","0.548138","23,46,50","found in faint-star QLP search","2022-04-20","2024-08-22","2025-07-31"
"468983280","5489.01","","2","4","2","4","4","4","2.7","6.8","2.74","2.2","12","3","5","PC","PC","5489.01","11.6923","1","spoc-s01-s72-b0A-PC","SPOC/FAINT","128.691294","11.489588","-66.117","20.702","2458493.706931","3.1522131042077","1.463778383373","1.1295","1039.7670237319","1.4624573764968","25.11369382505","570.94910745252","11.376482","45.0907","3547","4.81","0.41596099734306","","0.409377","7,34,44,45,46,72","L1 candidate; potential multi; also found in faint-star QLP search","2022-04-20","2024-11-15","2025-07-31"
"468983280","5489.02","","2","2","2","4","4","4","1.3","4.9","2.18","1.5","12","3","5","PC","PC","5489.02","11.6923","2","spoc-s01-s72-b0A-PC","SPOC","128.691294","11.489588","-66.117","20.702","2458496.325665","4.9212787892764","1.4072515128591","0.960845","884.57923370387","1.2783896570621","13.866304432981","492.16410063965","7.478614","45.0907","3547","4.81","0.41596099734306","","0.409377","7,44,45,46,72","potential multi; low SNR; period could be half (~4.921 d)","2024-09-24","2024-09-24","2025-07-31"
"377097547","5507.01","","2","4","2","4","4","4","4.1","15.4","0.88","1","15","2","5","PC","PC","5507.01","10.8055","1","spoc-s01-s72-b0A-PC","SPOC/FAINT","148.60167","6.646246","-270.275","61.939","2459526.218674","1.5068165277376","0.8625454777446","0.797279","734.05121158763","0.9740061604696","53.697246672261","690.41108241654","10.872958","24.4583","3514","4.87","0.35687899589539","","0.342153","45,46,72","found in faint-star QLP search","2022-04-20","2024-09-06","2025-07-31"
"389040826","5511.01","","3","4","3","3","4","4","13.5","90.7","28.7","17.1","2","2","3","PC","PC","5511.01","12.8656","1","qlp-s46-faintsearch","FAINT","141.997153","4.213192","-71.55","-40.894","2459575.042484","4.7174703","1.205","12.580283","11520","5.77392","6.87901","451","27","106.339","3628","4.72","0.51","","0.51201","8,35,45,46","found in faint-star QLP search","2022-04-20","2024-08-22","2025-07-31"
"443582629","5519.01","","2","4","2","3","4","4","1.2","6.2","2.41","1.7","14","4","5","PC","PC","5519.01","11.7119","1","spoc-s01-s72-b0A-PC","SPOC/FAINT","167.727736","-3.242816","-42.242","-47.974","2459284.396693","5.8512586501248","1.841710623557","1.385305","1275.0993294934","1.3562009199092","8.3312711832069","433.30885804329","9.779658","37.4763","3443","4.86","0.36505299806595","","0.351578","9,36,45,46,72","potential L1 planet; low SNR; also found in QLP faintsearch","2022-04-20","2024-11-15","2025-07-31"
"443616612","5523.01","TIC 443616612.01","3","5","3","4","4","4","","","66.01","","0","3","5","PC","PC","5523.01","13.7701","1","spoc-s01-s46-b02","SPOC","169.117028","-3.975441","-29.088","-1.886","2459533.35413","","13.572366092905","31.037677","28182.021713158","9.5037683670517","1.7221329152311","292.17053543389","18.807981","182.536","3696","4.68275","0.56300002336502","","0.556799","36,45,46","single transit; exterior to K2-43 b and c","2022-04-20","2022-04-20","2022-12-14"
